GRUPO;PERFIL;CODIGO;DESCRIPCION_ESTANDAR;CRITERIO_FUNCIONAL;GRADACION_CUMPLIMIENTO;OBLIGATORIO
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.02.08;El sistema DEBE ofrecer la 2 capacidad de marcar la Historia puntos: cuando el Clinica como activa, pasiva, sistema permite marcar eliminada;El sistema DEBE ofrecer la 2 capacidad de marcar la Historia puntos: cuando el Clinica como activa, pasiva, sistema permite marcar eliminada PARA controlar los los estados de la HC. estados de la misma;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.03.01;El sistema DEBE almacenar 2 informacibn demografica y otros puntos: cuando el identificadores individuales sistema almacena significativos p;El sistema DEBE almacenar 2 informacibn demografica y otros puntos: cuando el identificadores individuales sistema almacena significativos por separado de los información demogrdfica datos clínicos PARA proteger la y otros identificadores identidad del paciente y cumplir individuates significativos con directivas de proteccibn de por separado de los datos personales y derecho a la datos clínicos. privacidad del paciente;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.03.02;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados los datos de sistema permite, identificacibn de;"El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados los datos de sistema permite, identificacibn del paciente o mediante el numero de usuario de salud a travbs de los DNI, obtener y mantener servicios de consults a RENIEC actualizados los datos de (solo nacionales) PARA autenticar identificacibn del su identidad oficial. paciente o usuario de salud de forma especifica en datos discretos; sin poder ser modificables por el";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.03.03;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados los datos de sistema permite registrar identifi;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados los datos de sistema permite registrar identificacibn del paciente o los datos de usuario de salud de forma manual identificacion del PARA permitir la continuidad de personal de forma las operaciones ante una eventual especifica en datos no disponibilidad de los servicios discretes: de consults a RENIEC. 1) Niimero de DNI 2) Nombres 3) Apellido Paterno;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.03.04;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados los datos de sistema permite registrar identifi;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados los datos de sistema permite registrar identificación del paciente o los datos de usuario de salud de forma manual identificación del PARA permitir la continuidad de personal de forma las operaciones ante una eventual especifica en datos no disponibilidad de los servicios discretos: de consults a la Superintendencia Nacional de Migraciones. 1) Niimero de Carnd de Extranjeria 2) Nombres;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.03.05;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados los datos sistema permite registrar demogrdfico;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados los datos sistema permite registrar demogrdficos y complementarios y mantener actualizados PARA completar los datos de de forma especifica filiacidn. como datos discretos: 1) Número de Historia Clinica 2) Grado de instruccidn 3) Etnia 4) Ocupacidn;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.03.06;El sistema DEBE generar un 2 conjunto de información respecto puntos: cuando el a la identificación del paciente en sistema muestra el cada;El sistema DEBE generar un 2 conjunto de información respecto puntos: cuando el a la identificación del paciente en sistema muestra el cada interaccidn con el registro de numero de HC, nombres la atención del mismo, de acuerdo y apellidos completos del con el alcance de la prdctica, la paciente en cada politica organizacional y/o la ley interaccidn con el jurisdiccional PARA mantener los registro de atención. datos de filiacidn y permitir registros con información;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.03.07;El sistema DEBE determinar y 2 capturar la edad del paciente, a puntos: cuando el partir de la fecha de nacimiento sistema calcula de PARA c;El sistema DEBE determinar y 2 capturar la edad del paciente, a puntos: cuando el partir de la fecha de nacimiento sistema calcula de PARA completar los datos de manera automdtica la filiacidn y permitir construccidn de edad del paciente (arios, información poblacional. meses y dias) en base a la fecha de nacimiento ingresada y la registra;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.03.08;El sistema DEBE ofrecer la 1) Grupo Sanguineo capacidad de capturar y mantener 2) Factor Rh actualizados los datos relacionados a la salud P;El sistema DEBE ofrecer la 1) Grupo Sanguineo capacidad de capturar y mantener 2) Factor Rh actualizados los datos relacionados a la salud PARA completar los datos de filiacidn. 25 N1.ADM.04 Dar soporte a la documentacidn El uso de estdndares de datos y sobre prestaciones y episodios de tecnologias que den soporte a la atención de salud. - En los casos interoperabilidad y la que no est6n cubiertos lineas documentacidn efectiva de una arriba, proporcionar los medios prestacidn puede promover una para gestionar y organizar la atención centrada/orientada en el documentacidn de los servicios de paciente y permite la prestacidn de;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.04.01;El sistema DEBE ofrecer la 2 capacidad de generar datos del puntos: cuando el paciente por atención, incluyendo sistema genera un las admisi;El sistema DEBE ofrecer la 2 capacidad de generar datos del puntos: cuando el paciente por atención, incluyendo sistema genera un las admisiones diferenciadas por reporte de todas las UPS anteriores PARA permitir el atenciones anteriores del monitoreo y control de las mismas. paciente, diferencidndolas por UPS. Cumplimiento parcial 1 punto: cuando el sistema genera un reporte de todas las atenciones;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.04.02;El sistema DEBE ofrecer la 2 capacidad de marcar la Historia puntos: cuando el Clinica si corresponde al archive sistema permite marcar comu;El sistema DEBE ofrecer la 2 capacidad de marcar la Historia puntos: cuando el Clinica si corresponde al archive sistema permite marcar comun o al archive especial PARA la HC segun si cumplir con la normativa vigente y corresponde al archive facilitar el tratamiento de la HC. comim o al archive especial;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.05.01;El sistema DEBE ofrecer la 2 capacidad de capturar el date de puntos: cuando el UPSS donde se realizard la sistema registra el date atención;El sistema DEBE ofrecer la 2 capacidad de capturar el date de puntos: cuando el UPSS donde se realizard la sistema registra el date atención PARA gestionar de la Unidad Productora información de las atenciones que de Servicios de Salud. recibe el usuario/paciente;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.05.02;El sistema DEBE ofrecer la 2. capacidad de capturar fechas y puntos: cuando el horas vSlidas en campos discretes sistema permite registrar P;El sistema DEBE ofrecer la 2. capacidad de capturar fechas y puntos: cuando el horas vSlidas en campos discretes sistema permite registrar PARA el monitoreo, control y fechas y horas vdlidas de auditoria de casos. manera individual en campos discretes, como minimo el agendamiento de citas solo se realiza en fecha y hora posterior a las de la solicitud;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.05.03;El sistema DEBE ofrecer la 2 capacidad de gestionar las puntos: cuando el solicitudes de atención del sistema permite paciente y la programa;El sistema DEBE ofrecer la 2 capacidad de gestionar las puntos: cuando el solicitudes de atención del sistema permite paciente y la programacidn de consultar la turnos con los prestadores de disponibilidad, presentar servicios de salud PARA opciones, seleccionar el completar la admisidn. cupo y registrar de forma especifica mediante dates abiertos y/o discretes las solicitudes de citas del paciente con los prestadores de;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.01.01;El sistema DEBE ofrecer la 2 capacidad ’ de capturar los puntos: cuando el antecedentes personales PARA sistema permite completar la informa;El sistema DEBE ofrecer la 2 capacidad ’ de capturar los puntos: cuando el antecedentes personales PARA sistema permite completar la información clínica. capturar de forma especifica datos abiertos y/o discretes de los antecedentes personales o denominacidn equivalente, que contenga: patoldgicos de diagndsticos;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.01.02;El sistema DEBE ofrecer la 2 capacidad de extraer y visualizar los puntos: cuando el antecedentes tipo diagndsticos sistema permite definiti;El sistema DEBE ofrecer la 2 capacidad de extraer y visualizar los puntos: cuando el antecedentes tipo diagndsticos sistema permite definitives determinados en visualizar los atenciones anteriores PARA diagndsticos definitivos complementar la información que fueron registrados clínica. en datos anteriores: eddigo, denominacidn, fecha de determinacidn, origen, observaciones;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.01.03;El sistema DEBE permitir la captura 2 y/o registro de los antecedentes puntos: cuando el familiares PARA completar seccidn sistema permite d;El sistema DEBE permitir la captura 2 y/o registro de los antecedentes puntos: cuando el familiares PARA completar seccidn sistema permite de antecedentes familiares de capturar de forma ascendencia directa. especifica datos abiertos y/o discretos de los antecedentes familiares precisando el parentesco;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.01.04;El sistema DEBE permitir la captura 2 y/o registro de los antecedentes puntos: cuando el sociales (nivel educative, religidn, sistema permit;El sistema DEBE permitir la captura 2 y/o registro de los antecedentes puntos: cuando el sociales (nivel educative, religidn, sistema permite vivienda, programas sociales) PARA capturar de forma completar la información clínica. especifica datos abiertos y/o discretos de los antecedentes sociales;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.01.05;El sistema DEBE permitir la captura 2 y/o registro de las alergias, puntos: cuando el intolerancias y reacciones adversas sistema permite a;"El sistema DEBE permitir la captura 2 y/o registro de las alergias, puntos: cuando el intolerancias y reacciones adversas sistema permite a médicamentos, alimentos, capturar de forma productos medicos (p. ej. vacunas, especifica datos productos bioldgicos, dispositivos, abiertos y/o discretes sustancias quimicas) o factores de alergias, intolerancia ambientales desencadenantes y reacciones adversas, PARA completar la información incluyendo los valores clínica. ""desconoce"" y ""niega"" o equivalentes";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.01.06;El sistema DEBE ofrecer la 2 capacidad de gestionar como datos puntos: cuando el discretos los detalles de la sistema permite informacibn so;El sistema DEBE ofrecer la 2 capacidad de gestionar como datos puntos: cuando el discretos los detalles de la sistema permite informacibn sobre médicamentos, registrar todos los datos incluyendo el nombre del de la receta imica médicamento prescrito, el estandarizada y/ o identificador del médicamento (p. ej. receta especial. N°333-MINSA/OGTI-2025 QUE ESTABLECE EL PROCESO DE ACREDITAClON DE LOS SISTEMAS DE informaciOn de historias clínicas electrQnicas;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.01.07;El sistema DEBE ofrecer la 2 capacidad de capturar la puntos: cuando el médicacibn actual y/o habitual PARA sistema permite completar la inf;El sistema DEBE ofrecer la 2 capacidad de capturar la puntos: cuando el médicacibn actual y/o habitual PARA sistema permite completar la informacion clínica. registrar la médicacibn habitual como datos abiertos o discretes;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.01.08;El sistema DEBE ofrecer la 2 capacidad de extraer y visualizar la puntos: cuando el médicacibn actual y/o habitual sistema permite determina;El sistema DEBE ofrecer la 2 capacidad de extraer y visualizar la puntos: cuando el médicacibn actual y/o habitual sistema permite determinada en atenciones visualizar la médicacibn anteriores PARA complementar la actual y/o habitual. informacion clínica;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Consulta Externa Médica (Anexo 16);N1.CEX.02.01;El sistema DEBE ofrecer la 2 capacidad de registrar los puntos: cuando permite diagnbsticos usando el CIE 10 o registrar el cbdigo y versibn;El sistema DEBE ofrecer la 2 capacidad de registrar los puntos: cuando permite diagnbsticos usando el CIE 10 o registrar el cbdigo y versibn superior vigente denominacion de los (codificacibn y denominacibn) PARA diagnbsticos de completar la informacion clínica acuerdo al CIE-10 o versidn superior vigente;2: Cumplimiento Total / 0: No Cumplimiento;SI
